java.util.Collections$3.<init>,0.0000
javax.swing.DefaultComboBoxModel.getSelectedItem,0.0000
java.lang.ref.Reference.waitForReferencePendingList,0.1422
sun.awt.X11.XlibWrapper.XGetWindowProperty,0.1869
java.lang.StringBuilder.append,0.0000
java.security.AccessController.doPrivileged,0.3798
java.lang.invoke.LambdaForm$BasicType.basicType,0.0000
sun.awt.X11.XToolkit.waitForEvents,15.6997
sun.awt.X11.XlibWrapper.XEventsQueued,0.1869
java.lang.invoke.LambdaForm$MH/0x00007f75180c4400.invoke,0.0000
java.lang.Class.isAssignableFrom,0.0000
java.awt.Color.getRGB,0.0000
java.time.zone.ZoneOffsetTransitionRule.<init>,0.0000
sun.java2d.xr.XRSurfaceData$XRWindowSurfaceData.<init>,0.0000
sun.font.FontConfigManager.getFontConfig,0.0000
java.awt.event.InputEvent.canAccessSystemClipboard,0.1869
java.lang.StringLatin1.compareTo,0.0000
sun.java2d.loops.GraphicsPrimitiveMgr.initIDs,0.0000
java.awt.Window.show,0.0000
java.awt.geom.Path2D$Float.getPathIterator,0.3798
java.awt.EventQueue.wakeup,0.1869
java.util.logging.Logger.doSetParent,0.0000
sun.awt.X11.XInputMethod.openXIMNative,1.1393
jdk.internal.misc.Unsafe.unpark,0.1869
java.lang.String.intern,0.0000
javax.swing.JComponent.getFlag,0.3798
java.lang.AbstractStringBuilder.append,0.0000
sun.awt.X11GraphicsDevice.makeDefaultConfiguration,0.0000
java.lang.Thread.dumpThreads,18.2403
sun.awt.X11FontManager.createFontConfiguration,0.0000
java.security.MessageDigest.getInstance,0.0000
javax.swing.JComponent.getAncestorNotifier,0.0000
sun.font.FreetypeFontScaler.getGlyphImageNative,0.0000
javax.swing.UIManager.getLAFState,0.0000
javax.swing.plaf.basic.BasicComboBoxEditor.createEditorComponent,0.0000
sun.awt.OSInfo.<clinit>,0.0000
java.lang.ClassLoader.defineClass0,0.0000
sun.security.util.KnownOIDs.register,0.0000
sun.awt.X11.XlibWrapper.XInternAtoms,0.0000
java.util.ResourceBundle$CacheKey.<init>,0.0000
java.lang.ClassLoader.findBootstrapClass,0.0000
jdk.internal.misc.Unsafe.park,1.8988
